Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
Hepatitis B virus WJT20,10407.11127,DQ377162,fig|10407.111273.CDS.2,,,PATRIC.10407.111273.DQ377162.CDS.2863.835.fwd,PATRIC,CDS,2863,835,1170,+,,,,ABD14684.1,389,s,PreS1/PreS2/surface protein,
Hepatitis B virus WJT32,10407.11128,DQ377163,fig|10407.111279.CDS.2,,,PATRIC.10407.111279.DQ377163.CDS.2863.835.fwd,PATRIC,CDS,2863,835,1170,+,,,,ABD14688.1,389,s,PreS1/PreS2/surface protein,
Hepatitis B virus Eg333,10407.12281,LC705462,fig|10407.122814.peg.2,,,PATRIC.10407.122814.LC705462.CDS.1.3182.fwd,PATRIC,CDS,1,3182,1170,+,,,,,389,PreS1,PreS1 protein,
Hepatitis B virus LRC47,10407.12331,MW675897,fig|10407.123305.peg.2,,,PATRIC.10407.123305.MW675897.CDS.1.3182.fwd,PATRIC,CDS,1,3182,1170,+,,,,,389,,PreS1/PreS2/S,
Hepatitis B virus LRC171,10407.12331,MW675898,fig|10407.123307.peg.2,,,PATRIC.10407.123307.MW675898.CDS.1.3182.fwd,PATRIC,CDS,1,3182,1170,+,,,,,389,,PreS1/PreS2/S,
Hepatitis B virus strain 417-119/gD,10407.12418,MW999632,fig|10407.124177.peg.3,,,PATRIC.10407.124177.MW999632.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 418-46/gD,10407.12418,MW999636,fig|10407.124178.peg.3,,,PATRIC.10407.124178.MW999636.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 418-44/gD,10407.12418,MW999635,fig|10407.124179.peg.3,,,PATRIC.10407.124179.MW999635.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 417-103/gD,10407.12418,MW999631,fig|10407.124180.peg.3,,,PATRIC.10407.124180.MW999631.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 418-24/gD,10407.12418,MW999634,fig|10407.124181.peg.3,,,PATRIC.10407.124181.MW999634.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 418-62/gD,10407.12418,MW999637,fig|10407.124183.peg.3,,,PATRIC.10407.124183.MW999637.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 418-94/gD,10407.12418,MW999640,fig|10407.124184.peg.3,,,PATRIC.10407.124184.MW999640.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 418-82/gD,10407.12419,MW999639,fig|10407.124185.peg.3,,,PATRIC.10407.124185.MW999639.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 418-66/gD,10407.12419,MW999638,fig|10407.124186.peg.3,,,PATRIC.10407.124186.MW999638.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 418-102/gD,10407.12419,MW999641,fig|10407.124187.peg.3,,,PATRIC.10407.124187.MW999641.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 419-4/gD,10407.12419,MW999643,fig|10407.124188.peg.3,,,PATRIC.10407.124188.MW999643.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 418-109/gD,10407.12419,MW999642,fig|10407.124189.peg.3,,,PATRIC.10407.124189.MW999642.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 419-47/gD,10407.12419,MW999645,fig|10407.124190.peg.3,,,PATRIC.10407.124190.MW999645.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 419-5/gD,10407.12419,MW999644,fig|10407.124191.peg.3,,,PATRIC.10407.124191.MW999644.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 419-62/gD,10407.12419,MW999647,fig|10407.124192.peg.3,,,PATRIC.10407.124192.MW999647.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 419-55/gD,10407.12419,MW999646,fig|10407.124193.peg.3,,,PATRIC.10407.124193.MW999646.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 419-75/gD,10407.12419,MW999648,fig|10407.124194.peg.3,,,PATRIC.10407.124194.MW999648.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 419-82/gD,10407.1242,MW999649,fig|10407.124195.peg.3,,,PATRIC.10407.124195.MW999649.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 419-86/gD,10407.1242,MW999650,fig|10407.124196.peg.3,,,PATRIC.10407.124196.MW999650.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 419-88/gD,10407.1242,MW999651,fig|10407.124197.peg.3,,,PATRIC.10407.124197.MW999651.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 419-15/gD,10407.1242,MW999656,fig|10407.124198.peg.3,,,PATRIC.10407.124198.MW999656.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 419-124/gD,10407.1242,MW999654,fig|10407.124199.peg.3,,,PATRIC.10407.124199.MW999654.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 419-117/gD,10407.1242,MW999652,fig|10407.124200.peg.3,,,PATRIC.10407.124200.MW999652.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 419-16/gD,10407.1242,MW999657,fig|10407.124201.peg.3,,,PATRIC.10407.124201.MW999657.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 419-118/gD,10407.1242,MW999653,fig|10407.124202.peg.3,,,PATRIC.10407.124202.MW999653.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 420-6/gD,10407.1242,MW999655,fig|10407.124203.peg.3,,,PATRIC.10407.124203.MW999655.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus strain 419-17/gD,10407.1242,MW999658,fig|10407.124204.peg.3,,,PATRIC.10407.124204.MW999658.CDS.933.2102.fwd,PATRIC,CDS,933,2102,1170,+,,,,,389,pre S1,pre S1 protein,
Hepatitis B virus 3,10407.1289,OR580947,fig|10407.128896.peg.2,,,PATRIC.10407.128896.OR580947.CDS.1.3215.fwd,PATRIC,CDS,1,3215,1170,+,,,,,389,HBsAg,surface antigen mRNA preS1/preS2/S,
Hepatitis B virus 4,10407.1289,OR580948,fig|10407.128897.peg.2,,,PATRIC.10407.128897.OR580948.CDS.1.3215.fwd,PATRIC,CDS,1,3215,1170,+,,,,,389,HBsAg,surface antigen mRNA preS1/preS2/S,
Hepatitis B virus 5,10407.1289,OR580949,fig|10407.128898.peg.2,,,PATRIC.10407.128898.OR580949.CDS.1.3182.fwd,PATRIC,CDS,1,3182,1170,+,,,,,389,HBsAg,surface antigen mRNA preS1/preS2/S,
Hepatitis B virus 6,10407.1289,OR580950,fig|10407.128899.peg.2,,,PATRIC.10407.128899.OR580950.CDS.1.3182.fwd,PATRIC,CDS,1,3182,1170,+,,,,,389,HBsAg,surface antigen mRNA preS1/preS2/S,
Hepatitis B virus B0949,10407.13091,DQ980549,fig|10407.13091.CDS.2,,,PATRIC.10407.13091.DQ980549.CDS.2817.804.fwd,PATRIC,CDS,2817,804,1170,+,,,,ABK13697.1,389,S,truncated preS1/S2/S antigen,
Hepatitis B virus A0712,10407.13097,DQ980551,fig|10407.13097.CDS.2,,,PATRIC.10407.13097.DQ980551.CDS.2817.804.fwd,PATRIC,CDS,2817,804,1170,+,,,,ABK13711.1,389,S,truncated preS1/S2/S antigen,
Hepatitis B virus patient C; HBsAg positiv;HBV subtype ayw,10407.1669,X65257,fig|10407.1669.CDS.2,,,PATRIC.10407.1669.X65257.CDS.2850.837.fwd,PATRIC,CDS,2850,837,1170,+,,,,CAA46349.1,389,,pre S1/pre S2/S ORF,
Hepatitis B virus patient CI; HBV subtype ayw,10407.1671,X65258,fig|10407.1671.CDS.2,,,PATRIC.10407.1671.X65258.CDS.2850.837.fwd,PATRIC,CDS,2850,837,1170,+,,,,CAA46353.1,389,,pre S1/S ORF,
Hepatitis B virus patient E; HBV subtype ayw,10407.1683,X65259,fig|10407.1683.CDS.2,,,PATRIC.10407.1683.X65259.CDS.2850.837.fwd,PATRIC,CDS,2850,837,1170,+,,,,CAA46357.1,389,,pre S1/pre S2/S ORF,
Hepatitis B virus wild type (ayw),10407.2383,X97848,fig|10407.2383.CDS.2,,,PATRIC.10407.2383.X97848.CDS.2850.837.fwd,PATRIC,CDS,2850,837,1170,+,,,,CAA66425.1,389,,pre-S1 protein,
Hepatitis B virus pre-core variant (ayw),10407.2389,X97849,fig|10407.2389.CDS.2,,,PATRIC.10407.2389.X97849.CDS.2850.837.fwd,PATRIC,CDS,2850,837,1170,+,,,,CAA66432.1,389,,pre-S1 protein,
Hepatitis B virus 1/91,10407.24266,AF043594,fig|10407.24266.CDS.2,,,PATRIC.10407.24266.AF043594.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,AAC40811.1,389,S,pre-S1 protein,
Hepatitis B virus ayw2,10407.26304,AF151735,fig|10407.26304.CDS.2,,,PATRIC.10407.26304.AF151735.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,AAD41361.1,389,S,pre-S1 protein,
Hepatitis B virus CH109,10407.28433,AF222322,fig|10407.28433.CDS.2,,,PATRIC.10407.28433.AF222322.CDS.2850.837.fwd,PATRIC,CDS,2850,837,1170,+,,,,AAF37829.1,389,,preS1/preS2 surface protein,
Hepatitis B virus CH926,10407.28466,AF222323,fig|10407.28466.CDS.2,,,PATRIC.10407.28466.AF222323.CDS.2850.837.fwd,PATRIC,CDS,2850,837,1170,+,,,,AAF37834.1,389,,preS1/preS2 surface protein,
Hepatitis B virus HBV-D1,10407.29564,AF280817,fig|10407.29564.CDS.2,,,PATRIC.10407.29564.AF280817.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,AAF81608.1,389,,preS1/preS2/S envelope,
Hepatitis B virus genotype D,10407.297,AB033559,fig|10407.297.CDS.2,,,PATRIC.10407.297.AB033559.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,BAA85378.1,389,preS1/preS2/S,preS1/preS2/S envelope,
Hepatitis B virus CB0376,10407.30492,AF305327,fig|10407.30492.CDS.2,,,PATRIC.10407.30492.AF305327.CDS.2850.837.fwd,PATRIC,CDS,2850,837,1170,+,,,,AAG41956.1,389,,preS1/preS2 surface protein,
Hepatitis B virus genotype D,10407.305,AB033558,fig|10407.305.CDS.2,,,PATRIC.10407.305.AB033558.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,BAA85374.1,389,preS1/preS2/S,preS1/preS2/S envelope,
Hepatitis B virus FG,10407.3556,AF498266,fig|10407.35560.CDS.2,,,PATRIC.10407.35560.AF498266.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,AAN40008.1,389,,preS1/preS2 surface protein,
Hepatitis B virus gor97,10407.37822,AJ131567,fig|10407.37822.CDS.4,,,PATRIC.10407.37822.AJ131567.CDS.1035.2204.fwd,PATRIC,CDS,1035,2204,1170,+,,,,CAA10423.1,389,,pre-S1/preS2/S protein,
Hepatitis B virus gib824,10407.37831,AJ131568,fig|10407.37831.CDS.4,,,PATRIC.10407.37831.AJ131568.CDS.1035.2204.fwd,PATRIC,CDS,1035,2204,1170,+,,,,CAA10427.1,389,,pre-S1/preS2/S protein,
Hepatitis B virus gib759,10407.37832,AJ131569,fig|10407.37832.CDS.4,,,PATRIC.10407.37832.AJ131569.CDS.1035.2204.fwd,PATRIC,CDS,1035,2204,1170,+,,,,CAA10431.1,389,,pre-S1/preS2/S protein,
Hepatitis B virus gib731,10407.37839,AJ131570,fig|10407.37839.CDS.4,,,PATRIC.10407.37839.AJ131570.CDS.799.1968.fwd,PATRIC,CDS,799,1968,1170,+,,,,CAA10435.1,389,,pre-S1/preS2/S protein,
Hepatitis B virus gib645,10407.37846,AJ131571,fig|10407.37846.CDS.4,,,PATRIC.10407.37846.AJ131571.CDS.1035.2204.fwd,PATRIC,CDS,1035,2204,1170,+,,,,CAA10439.2,389,,pre-S1/preS2/S protein,
Hepatitis B virus gib160,10407.37849,AJ131572,fig|10407.37849.CDS.4,,,PATRIC.10407.37849.AJ131572.CDS.1035.2204.fwd,PATRIC,CDS,1035,2204,1170,+,,,,CAA10443.1,389,,pre-S1/preS2/S protein,
Hepatitis B virus gib153,10407.37862,AJ131573,fig|10407.37862.CDS.4,,,PATRIC.10407.37862.AJ131573.CDS.1035.2204.fwd,PATRIC,CDS,1035,2204,1170,+,,,,CAA10447.1,389,,pre-S1/preS2/S protein,
Hepatitis B virus gib151,10407.37867,AJ131574,fig|10407.37867.CDS.4,,,PATRIC.10407.37867.AJ131574.CDS.1035.2204.fwd,PATRIC,CDS,1035,2204,1170,+,,,,CAA10451.1,389,,pre-S1/preS2/S protein,
Hepatitis B virus chimp82,10407.37876,AJ131575,fig|10407.37876.CDS.4,,,PATRIC.10407.37876.AJ131575.CDS.1035.2204.fwd,PATRIC,CDS,1035,2204,1170,+,,,,CAA10455.1,389,,pre-S1/preS2/S protein,
Hepatitis B virus 06115,10407.39276,AJ627215,fig|10407.39276.CDS.2,,,PATRIC.10407.39276.AJ627215.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,CAF28821.1,389,S,preS1/preS2/S surface protein,
Hepatitis B virus 17707,10407.39287,AJ627216,fig|10407.39287.CDS.2,,,PATRIC.10407.39287.AJ627216.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,CAF28825.1,389,S,preS1/preS2/S surface protein,
Hepatitis B virus 20953,10407.3929,AJ627217,fig|10407.39290.CDS.2,,,PATRIC.10407.39290.AJ627217.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,CAF28829.1,389,S,preS1/preS2/S surface protein,
Hepatitis B virus 21116,10407.39303,AJ627218,fig|10407.39303.CDS.2,,,PATRIC.10407.39303.AJ627218.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,CAF28833.1,389,S,preS1/preS2/S surface protein,
Hepatitis B virus 24039,10407.39309,AJ627219,fig|10407.39309.CDS.2,,,PATRIC.10407.39309.AJ627219.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,CAF28837.1,389,S,preS1/preS2/S surface protein,
Hepatitis B virus 29234,10407.39311,AJ627220,fig|10407.39311.CDS.2,,,PATRIC.10407.39311.AJ627220.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,CAF28841.1,389,S,preS1/preS2/S surface protein,
Hepatitis B virus 31228,10407.39322,AJ627222,fig|10407.39322.CDS.2,,,PATRIC.10407.39322.AJ627222.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,CAF28849.1,389,S,preS1/preS2/S surface protein,
Hepatitis B virus 33720,10407.39328,AJ627223,fig|10407.39328.CDS.2,,,PATRIC.10407.39328.AJ627223.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,CAF28853.1,389,S,preS1/preS2/S surface protein,
Hepatitis B virus 30125,10407.39329,AJ627221,fig|10407.39329.CDS.2,,,PATRIC.10407.39329.AJ627221.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,CAF28845.1,389,S,preS1/preS2/S surface protein,
Hepatitis B virus 33852,10407.39332,AJ627224,fig|10407.39332.CDS.2,,,PATRIC.10407.39332.AJ627224.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,CAF28857.1,389,S,preS1/preS2/S surface protein,
Hepatitis B virus CAR175,10407.4519,AM494716,fig|10407.45190.CDS.1,,,PATRIC.10407.45190.AM494716.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,CAM58611.1,389,preS1,preS1 protein,
Hepatitis B virus,10407.51746,AY161150,fig|10407.51746.CDS.2,,,PATRIC.10407.51746.AY161150.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,AAO12598.1,389,,preS1,
Hepatitis B virus,10407.5179,AY161157,fig|10407.51790.CDS.2,,,PATRIC.10407.51790.AY161157.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,AAO12619.1,389,,preS1,
Hepatitis B virus,10407.51793,AY161158,fig|10407.51793.CDS.2,,,PATRIC.10407.51793.AY161158.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,AAO12626.1,389,,preS1,
Hepatitis B virus,10407.51807,AY161161,fig|10407.51807.CDS.2,,,PATRIC.10407.51807.AY161161.CDS.2845.835.fwd,PATRIC,CDS,2845,835,1170,+,,,,AAO12647.1,389,,preS1,
Hepatitis B virus,10407.51815,AY161162,fig|10407.51815.CDS.2,,,PATRIC.10407.51815.AY161162.CDS.2845.835.fwd,PATRIC,CDS,2845,835,1170,+,,,,AAO12654.1,389,,preS1,
Hepatitis B virus,10407.51825,AY161163,fig|10407.51825.CDS.2,,,PATRIC.10407.51825.AY161163.CDS.2845.835.fwd,PATRIC,CDS,2845,835,1170,+,,,,AAO12661.1,389,,preS1,
Hepatitis B virus PG-86,10407.5938,KF471640,fig|10407.59380.CDS.2,,,PATRIC.10407.59380.KF471640.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,AIG21652.1,389,S,Pre-S1/Pre-S2/S,
Hepatitis B virus MTB166,10407.643,AY902768,fig|10407.64300.CDS.2,,,PATRIC.10407.64300.AY902768.CDS.2847.835.fwd,PATRIC,CDS,2847,835,1170,+,,,,AAX07568.1,389,S,pre-S1 protein,
Hepatitis B virus MTB009,10407.64305,AY902769,fig|10407.64305.CDS.2,,,PATRIC.10407.64305.AY902769.CDS.2847.835.fwd,PATRIC,CDS,2847,835,1170,+,,,,AAX07574.1,389,S,pre-S1 protein,
Hepatitis B virus MTB012,10407.64311,AY902770,fig|10407.64311.CDS.2,,,PATRIC.10407.64311.AY902770.CDS.2847.835.fwd,PATRIC,CDS,2847,835,1170,+,,,,AAX07580.1,389,S,pre-S1 protein,
Hepatitis B virus MTB151,10407.6432,AY902771,fig|10407.64320.CDS.2,,,PATRIC.10407.64320.AY902771.CDS.347.1516.fwd,PATRIC,CDS,347,1516,1170,+,,,,AAX07586.1,389,S,pre-S1 protein,
Hepatitis B virus MTB158,10407.64328,AY902772,fig|10407.64328.CDS.2,,,PATRIC.10407.64328.AY902772.CDS.2847.835.fwd,PATRIC,CDS,2847,835,1170,+,,,,AAX07592.1,389,S,pre-S1 protein,
Hepatitis B virus MTB159,10407.64331,AY902773,fig|10407.64331.CDS.2,,,PATRIC.10407.64331.AY902773.CDS.2847.835.fwd,PATRIC,CDS,2847,835,1170,+,,,,AAX07598.1,389,S,pre-S1 protein,
Hepatitis B virus MTB160,10407.64336,AY902774,fig|10407.64336.CDS.2,,,PATRIC.10407.64336.AY902774.CDS.2847.835.fwd,PATRIC,CDS,2847,835,1170,+,,,,AAX07604.1,389,S,pre-S1 protein,
Hepatitis B virus MTB163,10407.6435,AY902776,fig|10407.64350.CDS.2,,,PATRIC.10407.64350.AY902776.CDS.2847.835.fwd,PATRIC,CDS,2847,835,1170,+,,,,AAX07617.1,389,S,pre-S1 protein,
Hepatitis B virus MTB004,10407.64356,AY902777,fig|10407.64356.CDS.2,,,PATRIC.10407.64356.AY902777.CDS.2847.835.fwd,PATRIC,CDS,2847,835,1170,+,,,,AAX07623.1,389,S,pre-S1 protein,
Hepatitis B virus geno1.2,10407.99322,KX827290,fig|10407.99322.CDS.2,,,PATRIC.10407.99322.KX827290.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,AQR57079.1,389,S,preS1/preS2/S protein,
Hepatitis B virus geno2.2,10407.9933,KX827291,fig|10407.99330.CDS.2,,,PATRIC.10407.99330.KX827291.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,AQR57083.1,389,S,preS1/preS2/S protein,
Hepatitis B virus geno3.1,10407.99331,KX827292,fig|10407.99331.CDS.2,,,PATRIC.10407.99331.KX827292.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,AQR57087.1,389,S,preS1/preS2/S protein,
Hepatitis B virus geno20.11,10407.99375,KX827299,fig|10407.99375.CDS.2,,,PATRIC.10407.99375.KX827299.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,AQR57114.1,389,S,preS1/preS2/S protein,
Hepatitis B virus geno21.2,10407.99383,KX827300,fig|10407.99383.CDS.2,,,PATRIC.10407.99383.KX827300.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,AQR57118.1,389,S,preS1/preS2/S protein,
Hepatitis B virus geno30.4,10407.99388,KX827301,fig|10407.99388.CDS.2,,,PATRIC.10407.99388.KX827301.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,AQR57122.1,389,S,preS1/preS2/S protein,
Hepatitis B virus geno31.9,10407.99393,KX827302,fig|10407.99393.CDS.2,,,PATRIC.10407.99393.KX827302.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1170,+,,,,AQR57126.1,389,S,preS1/preS2/S protein,
Hepatitis B virus CHIMP_DJA,10407.44582,AM117394,fig|10407.44582.CDS.2,,,PATRIC.10407.44582.AM117394.CDS.2847.834.fwd,PATRIC,CDS,2847,834,1167,+,,,,CAJ40985.2,388,env,preS1/PreS2/S protein,
Hepatitis B virus CHIMP_MAK,10407.44592,AM117395,fig|10407.44592.CDS.2,,,PATRIC.10407.44592.AM117395.CDS.2847.834.fwd,PATRIC,CDS,2847,834,1167,+,,,,CAJ40991.2,388,env,preS1/PreS2/S protein,
Hepatitis B virus CHIMP_BAT,10407.44595,AM117396,fig|10407.44595.CDS.2,,,PATRIC.10407.44595.AM117396.CDS.2847.834.fwd,PATRIC,CDS,2847,834,1167,+,,,,CAJ40997.2,388,env,preS2/preS1/S protein,
Hepatitis B virus CHIMP_ED,10407.446,AM117397,fig|10407.44600.CDS.2,,,PATRIC.10407.44600.AM117397.CDS.2847.834.fwd,PATRIC,CDS,2847,834,1167,+,,,,CAJ41003.2,388,env,preS1/preS2/S protein,
Hepatitis B virus Id,10407.51859,AY167092,fig|10407.51859.CDS.2,,,PATRIC.10407.51859.AY167092.CDS.2812.799.fwd,PATRIC,CDS,2812,799,1167,+,,,,AAO41303.1,388,,preS1/preS2 surface protein,
Hepatitis B virus HK741,10407.10274,DQ089800,fig|10407.102743.CDS.2,,,PATRIC.10407.102743.DQ089800.CDS.2809.796.fwd,PATRIC,CDS,2809,796,1164,+,,,,AAZ05307.1,387,preS1/S2/S,preS1/S2/S,
Hepatitis B virus 20952,10407.3935,AJ627226,fig|10407.39350.CDS.2,,,PATRIC.10407.39350.AJ627226.CDS.2845.793.fwd,PATRIC,CDS,2845,793,1161,+,,,,CAF28865.2,386,S,preS1/preS2/S surface protein,
Hepatitis B virus 6/89,10407.24288,AF043593,fig|10407.24288.CDS.2,,,PATRIC.10407.24288.AF043593.CDS.2836.823.fwd,PATRIC,CDS,2836,823,1158,+,,,,AAC40807.1,385,S,pre-S1 protein,
Hepatitis B virus bne137,10407.87531,FN594753,fig|10407.87531.CDS.2,,,PATRIC.10407.87531.FN594753.CDS.2833.787.fwd,PATRIC,CDS,2833,787,1152,+,,,,CBH51457.2,383,,preS1/preS2/S protein,
Hepatitis B virus B0206,10407.13106,DQ980550,fig|10407.13106.CDS.2,,,PATRIC.10407.13106.DQ980550.CDS.2793.780.fwd,PATRIC,CDS,2793,780,1146,+,,,,ABK13704.1,381,S,truncated preS1/S2/S antigen,
Hepatitis B virus,10407.51763,AY161153,fig|10407.51763.CDS.2,,,PATRIC.10407.51763.AY161153.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1131,+,,,,AAO12612.1,376,,preS1,
Hepatitis B virus,10407.51771,AY161155,fig|10407.51771.CDS.1,,,PATRIC.10407.51771.AY161155.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1131,+,,,,AAO12682.1,376,,preS1,
Hepatitis B virus ylap-gtC,10407.12334,ON093164,fig|10407.123337.peg.2,,,PATRIC.10407.123337.ON093164.CDS.1.3167.fwd,PATRIC,CDS,1,3167,1122,+,,,,,373,,HBV preS1,
Hepatitis B virus,10407.518,AY161159,fig|10407.51800.CDS.2,,,PATRIC.10407.51800.AY161159.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1113,+,,,,AAO12633.1,370,,preS1,
Hepatitis B virus,10407.51804,AY161160,fig|10407.51804.CDS.2,,,PATRIC.10407.51804.AY161160.CDS.2848.835.fwd,PATRIC,CDS,2848,835,1113,+,,,,AAO12640.1,370,,preS1,
Hepatitis B virus,10407.857,AB056516,fig|10407.857.CDS.2,,,PATRIC.10407.857.AB056516.CDS.1.1113.fwd,PATRIC,CDS,1,1113,1113,+,,,,BAB64327.1,370,S,preS1/preS2/HBsAg protein,
Hepatitis B virus A0583,10407.13995,DQ993181,fig|10407.13995.CDS.2,,,PATRIC.10407.13995.DQ993181.CDS.2774.702.fwd,PATRIC,CDS,2774,702,1068,+,,,,ABJ98826.1,355,S,truncated preS1/S2/S antigen,
Hepatitis B virus,10407.51691,AY161142,fig|10407.51691.CDS.2,,,PATRIC.10407.51691.AY161142.CDS.2800.781.fwd,PATRIC,CDS,2800,781,1062,+,,,,AAO12693.1,353,,preS1,
Hepatitis B virus,10407.23672,HE981180,fig|10407.23672.CDS.2,,,PATRIC.10407.23672.HE981180.CDS.2836.688.fwd,PATRIC,CDS,2836,688,1053,+,,,,CCK86695.1,350,PreS1,PreS1 protein,
Hepatitis B virus,10407.51698,AY161143,fig|10407.51698.CDS.2,,,PATRIC.10407.51698.AY161143.CDS.2839.820.fwd,PATRIC,CDS,2839,820,1053,+,,,,AAO12699.1,350,,preS1,
Hepatitis B virus,10407.51707,AY161144,fig|10407.51707.CDS.2,,,PATRIC.10407.51707.AY161144.CDS.2839.820.fwd,PATRIC,CDS,2839,820,1050,+,,,,AAO12705.1,349,,preS1,
Hepatitis B virus 96/HBV/NIE012,10407.30578,AF323619,fig|10407.30578.CDS.1,,,PATRIC.10407.30578.AF323619.CDS.1.1031.fwd,PATRIC,CDS,1,1031,1031,+,,,,AAK38527.1,344,preS/S,preS1,
