Accession,Organism_Name,Submitters,Release_Date,Isolate,Species,Length,Protein,Geo_Location,USA,Host,Isolation_Source,Collection_Date
AUG90928.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z., Nie,F.",26-12-2017,Neixiang-Rp-89,Hepatitis B virus,217,core protein,China,,Rhinolophus pusillus,,2012
ATY50173.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Anlong-Mc-88,Hepatitis B virus,217,core protein,China,,Myotis chinensis,,2014
ATY50177.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Anlong-Ms-258,Hepatitis B virus,217,core protein,China,,Miniopterus schreibersii,,2014
ATY50181.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Anlong-Rs-292,Hepatitis B virus,217,core protein,China,,Rhinolophus sinicus,,2014
ATY50185.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Anlong-Rs-313,Hepatitis B virus,217,core protein,China,,Rhinolophus sinicus,,2014
ATY50189.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Jiyuan-Rpu-94,Hepatitis B virus,217,core protein,China,,Rhinolophus pusillus,,2015
ATY50193.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Longquan-Ha-272,Hepatitis B virus,217,core protein,China,,Hipposideros armiger,,2016
ATY50197.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Longquan-Ha-273,Hepatitis B virus,217,core protein,China,,Hipposideros armiger,,2016
ATY50201.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Longquan-Rm-15,Hepatitis B virus,217,core protein,China,,Rhinolophus monoceros,,2016
ATY50205.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Longquan-Rm-70,Hepatitis B virus,217,core protein,China,,Rhinolophus monoceros,,2016
ATY50209.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Longquan-Rm-214,Hepatitis B virus,217,core protein,China,,Rhinolophus monoceros,,2016
ATY50213.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Longquan-Rpe-90,Hepatitis B virus,217,core protein,China,,Rhinolophus pearsonii,,2016
ATY50217.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Longquan-Rs-202,Hepatitis B virus,217,core protein,China,,Rhinolophus sinicus,,2016
ATY50220.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Longquan-Rs-206,Hepatitis B virus,217,core protein,China,,Rhinolophus sinicus,,2016
ATY50225.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Neixiang-Ms-69,Hepatitis B virus,217,core protein,China,,Miniopterus schreibersii,,2015
ATY50229.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Neixiang-Rm-103,Hepatitis B virus,217,core protein,China,,Rhinolophus monoceros,,2015
ATY50233.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Neixiang-Rpe-6,Hepatitis B virus,217,core protein,China,,Rhinolophus pearsonii,,2015
ATY50237.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Neixiang-Rpe-48,Hepatitis B virus,217,core protein,China,,Rhinolophus pearsonii,,2015
ATY50241.1,Bat Hepatitis B virus,"Nie,F.Y., Lin,X.D., Hao,Z.Y., Chen,X.N., Wang,Z.X., Wang,M.R., Wu,J., Wang,H.W., Zhao,G., Ma,R.Z., Holmes,E.C., Zhang,Y.Z.",20-12-2017,Neixiang-Rpu-92,Hepatitis B virus,217,core protein,China,,Rhinolophus pusillus,,2015
BBU41861.1,Hepatitis B virus,"Miyasaka,A., Yoshida,Y., Suzuki,A., Masuda,T., Okamoto,H., Takikawa,Y., Takahashi,M.",13-10-2020,HB16-1360,Hepatitis B virus,214,core protein,Japan:Iwate,,Homo sapiens,blood,01-11-2016
ALS87636.1,Hepatitis B virus,"Gededzha,M.P., Muzeze,M., Burnett,R.J., Amponsah-Dacosta,E., Mphahlele,J., Selabe,S.G.",19-12-2015,ZADGM265,Hepatitis B virus,214,core protein,South Africa,,Homo sapiens,,20-07-2009
ALS87640.1,Hepatitis B virus,"Gededzha,M.P., Muzeze,M., Burnett,R.J., Amponsah-Dacosta,E., Mphahlele,J., Selabe,S.G.",19-12-2015,ZADGM285,Hepatitis B virus,214,core protein,South Africa,,Homo sapiens,,16-07-2010
CAF28867.1,Hepatitis B virus,"Bracho,M.A.",09-02-2006,20952,Hepatitis B virus,214,core protein,Spain,,,blood,
CAF28875.1,Hepatitis B virus,"Bracho,M.A.",09-02-2006,34408,Hepatitis B virus,214,core protein,Spain,,,blood,
AAZ23007.1,Hepatitis B virus,"Huang,W.J., Zhang,H.Y., Wang,Y.C.",01-01-2006,H4-zhus,Hepatitis B virus,214,core protein,China,,,,
AAZ23009.1,Hepatitis B virus,"Huang,W.J., Zhang,H.Y., Wang,Y.C.",01-01-2006,H4-zhus,Hepatitis B virus,214,core protein,China,,,,
BAD90056.1,Hepatitis B virus,"Nakajima,A., Tran,H.T., Abe,K.",25-02-2005,HBV-TJ1-1-2,Hepatitis B virus,214,core protein,Japan,,,,
BAD02314.1,Hepatitis B virus,"Abe,K., Tran,H.T.",21-11-2003,HBV-RU204,Hepatitis B virus,214,core protein,Russia,,,,
CAA84790.1,Hepatitis B virus,"Plucienniczak,A.",04-08-1994,hb614,Hepatitis B virus,214,core protein,,,,,
UYO77346.1,Hepatitis B virus,"Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M., Hoffmann,D., Damagnez,M., Schwarz,T., Kefalakes,H., Schulze Zur Wiesch,J., Maini,M., Cornberg,M., Kraft,A., Keitel,V., Bock,H.H., Thimme,R., Wedemeyer,H., Neumann-Haefelin,C., Lewis-Ximenez,L.L., Lauer,G.M.",29-10-2022,DD17-16189,Hepatitis B virus,212,core protein,Germany,,Homo sapiens,,
UYO77361.1,Hepatitis B virus,"Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M., Hoffmann,D., Damagnez,M., Schwarz,T., Kefalakes,H., Schulze Zur Wiesch,J., Maini,M., Cornberg,M., Kraft,A., Keitel,V., Bock,H.H., Thimme,R., Wedemeyer,H., Neumann-Haefelin,C., Lewis-Ximenez,L.L., Lauer,G.M.",29-10-2022,HN-HBV-9,Hepatitis B virus,212,core protein,Germany,,Homo sapiens,,
UYO77364.1,Hepatitis B virus,"Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M., Hoffmann,D., Damagnez,M., Schwarz,T., Kefalakes,H., Schulze Zur Wiesch,J., Maini,M., Cornberg,M., Kraft,A., Keitel,V., Bock,H.H., Thimme,R., Wedemeyer,H., Neumann-Haefelin,C., Lewis-Ximenez,L.L., Lauer,G.M.",29-10-2022,HN-HBV-15,Hepatitis B virus,212,core protein,Germany,,Homo sapiens,,
UYO77370.1,Hepatitis B virus,"Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M., Hoffmann,D., Damagnez,M., Schwarz,T., Kefalakes,H., Schulze Zur Wiesch,J., Maini,M., Cornberg,M., Kraft,A., Keitel,V., Bock,H.H., Thimme,R., Wedemeyer,H., Neumann-Haefelin,C., Lewis-Ximenez,L.L., Lauer,G.M.",29-10-2022,HN-HBV-22,Hepatitis B virus,212,core protein,Germany,,Homo sapiens,,
UYO77373.1,Hepatitis B virus,"Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M., Hoffmann,D., Damagnez,M., Schwarz,T., Kefalakes,H., Schulze Zur Wiesch,J., Maini,M., Cornberg,M., Kraft,A., Keitel,V., Bock,H.H., Thimme,R., Wedemeyer,H., Neumann-Haefelin,C., Lewis-Ximenez,L.L., Lauer,G.M.",29-10-2022,HN-HBV-69,Hepatitis B virus,212,core protein,Germany,,Homo sapiens,,
UYO77382.1,Hepatitis B virus,"Habermann,D., Kharimzadeh,H., Walker,A., Li,Y., Yang,R., Kaiser,R., Brumme,Z.L., Timm,J., Roggendorf,M., Hoffmann,D., Damagnez,M., Schwarz,T., Kefalakes,H., Schulze Zur Wiesch,J., Maini,M., Cornberg,M., Kraft,A., Keitel,V., Bock,H.H., Thimme,R., Wedemeyer,H., Neumann-Haefelin,C., Lewis-Ximenez,L.L., Lauer,G.M.",29-10-2022,LDN-HBV-17,Hepatitis B virus,212,core protein,United Kingdom,,Homo sapiens,,
BBQ04236.1,hepatitis B virus genotype E,"Lingani,M., Akita,T., Ouoba,S., Nagashima,S., Boua,P.R., Takahashi,K., Kam,B., Sugiyama,A., Nikiema,T., Yamamoto,C., Some,A., Derra,K., Ko,K., Sorgho,H., Tarnagda,Z., Tinto,H., Tanaka,J., Matsuo,J., Katayama,K.",21-02-2020,,Hepatitis B virus,212,core protein,Burkina Faso,,Homo sapiens,blood,2018
BBQ04240.1,hepatitis B virus genotype E,"Lingani,M., Akita,T., Ouoba,S., Nagashima,S., Boua,P.R., Takahashi,K., Kam,B., Sugiyama,A., Nikiema,T., Yamamoto,C., Some,A., Derra,K., Ko,K., Sorgho,H., Tarnagda,Z., Tinto,H., Tanaka,J., Matsuo,J., Katayama,K.",21-02-2020,,Hepatitis B virus,212,core protein,Burkina Faso,,Homo sapiens,blood,2018
BBQ04244.1,HBV recombinant A/E,"Lingani,M., Akita,T., Ouoba,S., Nagashima,S., Boua,P.R., Takahashi,K., Kam,B., Sugiyama,A., Nikiema,T., Yamamoto,C., Some,A., Derra,K., Ko,K., Sorgho,H., Tarnagda,Z., Tinto,H., Tanaka,J., Matsuo,J., Katayama,K.",21-02-2020,,Hepatitis B virus,212,core protein,Burkina Faso,,Homo sapiens,blood,2018
BBQ04252.1,HBV recombinant A/E,"Lingani,M., Akita,T., Ouoba,S., Nagashima,S., Boua,P.R., Takahashi,K., Kam,B., Sugiyama,A., Nikiema,T., Yamamoto,C., Some,A., Derra,K., Ko,K., Sorgho,H., Tarnagda,Z., Tinto,H., Tanaka,J., Matsuo,J., Katayama,K.",21-02-2020,,Hepatitis B virus,212,core protein,Burkina Faso,,Homo sapiens,blood,2018
ALS87646.1,Hepatitis B virus,"Gededzha,M.P., Muzeze,M., Burnett,R.J., Amponsah-Dacosta,E., Mphahlele,J., Selabe,S.G.",19-12-2015,ZADGMTMG,Hepatitis B virus,212,core protein,South Africa,,Homo sapiens,,20-01-2007
ALH21976.1,Hepatitis B virus,"Kim,H., Gong,J.-R., Lee,S.-A., Kim,B.-J.",10-10-2015,SS_3_22,Hepatitis B virus,212,core protein,South Korea,,Homo sapiens,,04-08-2005
ALH21980.1,Hepatitis B virus,"Kim,H., Gong,J.-R., Lee,S.-A., Kim,B.-J.",10-10-2015,SS_4_7,Hepatitis B virus,212,core protein,South Korea,,Homo sapiens,,08-08-2005
ALH21984.1,Hepatitis B virus,"Kim,H., Gong,J.-R., Lee,S.-A., Kim,B.-J.",10-10-2015,SS_4_15,Hepatitis B virus,212,core protein,South Korea,,Homo sapiens,,08-08-2005
ALH21988.1,Hepatitis B virus,"Kim,H., Gong,J.-R., Lee,S.-A., Kim,B.-J.",10-10-2015,SS_4_19,Hepatitis B virus,212,core protein,South Korea,,Homo sapiens,,08-08-2005
ALH21992.1,Hepatitis B virus,"Kim,H., Gong,J.-R., Lee,S.-A., Kim,B.-J.",10-10-2015,SS_7_5,Hepatitis B virus,212,core protein,South Korea,,Homo sapiens,,13-08-2005
ALH21996.1,Hepatitis B virus,"Kim,H., Gong,J.-R., Lee,S.-A., Kim,B.-J.",10-10-2015,SS_9_43,Hepatitis B virus,212,core protein,South Korea,,Homo sapiens,,15-08-2005
AFP89258.1,Hepatitis B virus,"Utama,A., Siburian,M.D., Fanany,I., Intan,M.D., Dhenni,R., Kurniasih,T.S., Lelosutan,S.A., Achwan,W.A., Arnelis, Lukito,B., Yusuf,I., Lesmana,L.A., Sulaiman,A., Tai,S., Intan,M.D.B., Lelosutan,S.A.R.",20-08-2012,08.40.117,Hepatitis B virus,212,core protein,Indonesia,,Homo sapiens,blood,
AFP89270.1,Hepatitis B virus,"Utama,A., Siburian,M.D., Fanany,I., Intan,M.D., Dhenni,R., Kurniasih,T.S., Lelosutan,S.A., Achwan,W.A., Arnelis, Lukito,B., Yusuf,I., Lesmana,L.A., Sulaiman,A., Tai,S., Intan,M.D.B., Lelosutan,S.A.R.",20-08-2012,09.80.055,Hepatitis B virus,212,core protein,Indonesia,,Homo sapiens,blood,
BAJ05148.1,Hepatitis B virus,"Tran,H., Yu,M.L., Dai,C.Y., Lin,I.L., Yeh,M.L., Chuang,W.L., Abe,K., Lin,T.-Y., Yu,M.-L.",09-04-2010,HBV-TA37,Hepatitis B virus,212,core protein,Taiwan,,,,
BAG16452.1,Hepatitis B virus subtype adr,"Kato,H.",02-04-2008,,Hepatitis B virus,212,core protein,Japan,,,,04-02-2007
BAF93458.1,Hepatitis B virus,"Nakajima,A., Abe,K.",16-11-2007,,Hepatitis B virus,212,core protein,,,,,
CAP11076.1,Hepatitis B virus,"Phan,H.T., Hoang,H., Le,B.T., Chu,H.H.",09-10-2007,BM1,Hepatitis B virus,212,core protein,,,,,
BAE79338.1,Hepatitis B virus,"Yatsuji,H., Noguchi,C., Hiraga,N., Mori,N., Tsuge,M., Imamura,M., Takahashi,S., Iwao,E., Fujimoto,Y., Ochi,H., Abe,H., Maekawa,T., Tateno,C., Yoshizato,K., Suzuki,F., Kumada,H., Chayama,K.",09-02-2006,,Hepatitis B virus,212,core protein,Japan: Kanagawa,,,,
CAF28843.1,Hepatitis B virus,"Bracho,M.A.",09-02-2006,29234,Hepatitis B virus,212,core protein,Spain,,,blood,
CAF28855.1,Hepatitis B virus,"Bracho,M.A.",09-02-2006,33720,Hepatitis B virus,212,core protein,Spain,,,blood,
AAZ22993.1,Hepatitis B virus,"Huang,W.J., Zhang,H.Y., Wang,Y.C.",01-01-2006,serum H1,Hepatitis B virus,212,core protein,China,,,,
AAZ22995.1,Hepatitis B virus,"Huang,W.J., Zhang,H.Y., Wang,Y.C.",01-01-2006,serum H1,Hepatitis B virus,212,core protein,China,,,,
AAZ22997.1,Hepatitis B virus,"Huang,W.J., Zhang,H.Y., Wang,Y.C.",01-01-2006,serum H2,Hepatitis B virus,212,core protein,China,,,,
AAZ22999.1,Hepatitis B virus,"Huang,W.J., Zhang,H.Y., Wang,Y.C.",01-01-2006,H2,Hepatitis B virus,212,core protein,China,,,,
AAZ23001.1,Hepatitis B virus,"Huang,W.J., Zhang,H.Y., Wang,Y.C.",01-01-2006,H3,Hepatitis B virus,212,core protein,China,,,,
AAZ23003.1,Hepatitis B virus,"Huang,W.J., Zhang,H.Y., Wang,Y.C.",01-01-2006,H3-2nd,Hepatitis B virus,212,core protein,China,,,,
AAZ23005.1,Hepatitis B virus,"Huang,W.J., Zhang,H.Y., Wang,Y.C.",01-01-2006,H3-2nd,Hepatitis B virus,212,core protein,China,,,,
AAZ23011.1,Hepatitis B virus,"Huang,W.J., Zhang,H.Y., Wang,Y.C.",01-01-2006,H8,Hepatitis B virus,212,core protein,China,,,,
BAD90060.1,Hepatitis B virus,"Nakajima,A., Tran,H.T., Inui,A., Abe,K.",25-02-2005,HBV-IF687-1,Hepatitis B virus,212,core protein,Japan,,,,
BAD90067.1,Hepatitis B virus,"Nakajima,A., Tran,H.T., Inui,A., Abe,K.",25-02-2005,HBV-IF720-1,Hepatitis B virus,212,core protein,Japan,,,,
BAD90074.1,Hepatitis B virus,"Nakajima,A., Tran,H.T., Abe,K.",25-02-2005,HBV-CN578-1,Hepatitis B virus,212,core protein,China,,,,
BAD90078.1,Hepatitis B virus,"Nakajima,A., Tran,H.T., Abe,K.",25-02-2005,HBV-TJ3-1-1,Hepatitis B virus,212,core protein,Japan,,,,
BAD90082.1,Hepatitis B virus,"Nakajima,A., Tran,H.T., Abe,K.",25-02-2005,HBV-VH34-1,Hepatitis B virus,212,core protein,Viet Nam,,,,
BAD90086.1,Hepatitis B virus,"Nakajima,A., Tran,H.T., Inui,A., Abe,K.",25-02-2005,HBV-IF714-1,Hepatitis B virus,212,core protein,Japan,,,,
BAD90090.1,Hepatitis B virus,"Nakajima,A., Tran,H.T., Abe,K.",25-02-2005,HBV-RU313-2,Hepatitis B virus,212,core protein,Russia,,,,
BAD90094.1,Hepatitis B virus,"Nakajima,A., Tran,H.T., Abe,K.",25-02-2005,HBV-RU316-1,Hepatitis B virus,212,core protein,Russia,,,,
BAD90098.1,Hepatitis B virus,"Nakajima,A., Tran,H.T., Abe,K.",25-02-2005,HBV-G758-2,Hepatitis B virus,212,core protein,Ghana,,,,
AAV36567.1,Hepatitis B virus,"He,J., Chen,Y., Zhu,Y.",31-10-2004,,Hepatitis B virus,212,core protein,China: Guangzhou City,,,,
AAP44479.1,Hepatitis B virus,"Zhang,J.L., Zhao,W.G., Wu,K.L., Wang,K., Zhang,X., Gu,C.F., Li,Y., Zhu,Y., Wu,J.G., Zhang,J., Zhao,W., Cheng,M., Wu,J.",02-06-2004,,Hepatitis B virus,212,core protein,,,,,
BAD11077.1,Hepatitis B virus,"Huy,T.T., Ushijima,H., Quang,V.X., Win,K.M., Luengrojanakul,P., Kikuchi,K., Sata,T., Abe,K., Tran,H.T.",17-02-2004,HBV-VT103,Hepatitis B virus,212,core protein,Viet Nam,,,,
BAD08225.1,Hepatitis B virus,"Huy,T.T., Sall,A.A., Reynes,J.M., Abe,K., Tran,H.T., Chann,R.",23-01-2004,HBV-CB10,Hepatitis B virus,212,core protein,Cambodia,,,,
BAD05123.1,Hepatitis B virus,"Huy,T.T., Ushijima,H., Quang,V.X., Win,K.M., Luengrojanakul,P., Kikuchi,K., Sata,T., Abe,K., Tran,H.T.",17-12-2003,HBV-TH123,Hepatitis B virus,212,core protein,Thailand,,,,
BAD05127.1,Hepatitis B virus,"Huy,T.T., Ushijima,H., Quang,V.X., Win,K.M., Luengrojanakul,P., Kikuchi,K., Sata,T., Abe,K., Tran,H.T.",17-12-2003,HBV-TH124,Hepatitis B virus,212,core protein,Thailand,,,,
BAD05052.1,Hepatitis B virus,"Huy,T.T., Ushijima,H., Quang,V.X., Win,K.M., Luengrojanakul,P., Kikuchi,K., Sata,T., Abe,K., Tran,H.T.",16-12-2003,HBV-MY683,Hepatitis B virus,212,core protein,Myanmar,,,,
BAD05028.1,Hepatitis B virus,"Huy,T.T., Ushijima,H., Quang,V.X., Win,K.M., Luengrojanakul,P., Kikuchi,K., Sata,T., Abe,K., Tran,H.T.",13-12-2003,HBV-MY656,Hepatitis B virus,212,core protein,Myanmar,,,,
BAD04993.1,Hepatitis B virus,"Huy,T.T., Ushijima,H., Quang,V.X., Win,K.M., Luengrojanakul,P., Kikuchi,K., Sata,T., Abe,K., Tran,H.T.",12-12-2003,HBV-VT101,Hepatitis B virus,212,core protein,Viet Nam: Hochiminh City,,,,
BAD04997.1,Hepatitis B virus,"Huy,T.T., Ushijima,H., Quang,V.X., Win,K.M., Luengrojanakul,P., Kikuchi,K., Sata,T., Abe,K., Tran,H.T.",12-12-2003,HBV-VT140,Hepatitis B virus,212,core protein,Viet Nam:Hochiminh City,,,,
BAD05001.1,Hepatitis B virus,"Huy,T.T., Ushijima,H., Quang,V.X., Win,K.M., Luengrojanakul,P., Kikuchi,K., Sata,T., Abe,K., Tran,H.",12-12-2003,HBV-MY624,Hepatitis B virus,212,core protein,Myanmar,,,,
BAD02318.1,Hepatitis B virus,"Abe,K., Tran,H.T.",21-11-2003,HBV-RU301,Hepatitis B virus,212,core protein,Russia,,,,
BAC80208.1,Hepatitis B virus,"Huy,T.T., Sall,A.A., Reynes,J.M., Abe,K., Tran,H.T., Chann,R.",26-07-2003,HBV-CB15,Hepatitis B virus,212,core protein,Cambodia,,,,
BAC55956.1,Hepatitis B virus,"Tran,H.T., Ushijima,H., Ngoc,T.T., Ha le,D., Hayashi,S., Sata,T., Abe,K.",28-01-2003,HBV-VH133,Hepatitis B virus,212,core protein,,,,,
AAN40006.1,Hepatitis B virus,"Vartanian,J.P., Pineau,P., Henry,M., Hamilton,W.D., Muller,M.N., Wrangham,R.W., Wain-Hobson,S., Vartanian,J.-P.",12-10-2002,FG,Hepatitis B virus,212,core protein,,,Pan troglodytes,,
AAN03490.1,Hepatitis B virus,"Kim,S.Y., Kim,Y.S.",02-09-2002,,Hepatitis B virus,212,core protein,,,,,
AAM92186.1,Hepatitis B virus,"He,M.L., Wu,J., Chen,Y., Lin,M.C., Lau,G.K., Kung,H.F., Wang,Y., He,M.-L., Wu,X.-P., Li,Z.-P.",10-08-2002,,Hepatitis B virus,212,core protein,,,,,
AAL49991.1,Hepatitis B virus,"Wen,Y.M., Liu,F., Ma,Z.M.",01-01-2002,FH4,Hepatitis B virus,212,core protein,,,,,
AAL07376.1,Hepatitis B virus,"Lin,X., Yuan,Z.H., Wu,L., Ding,J.P., Wen,Y.M., Wen,Y.-M.",26-09-2001,,Hepatitis B virus,212,core protein,,,,,
AAK51532.1,Hepatitis B virus,"Cheng,J., Dong,J., Huangfu,J.K., Hong,Y., Wang,G., Chen,C.G., Li,L., Zhang,L.X., Chen,J.M., Li,J., Shi,S.S., Wang,Q.H., Liu,Y., Chen,G.F., Shi,S.",08-05-2001,,Hepatitis B virus,212,core protein,,,,,
AAG41954.1,Hepatitis B virus,"Hu,X., Javadian,A., Gagneux,P., Robertson,B.H.",21-12-2000,CB0376,Hepatitis B virus,212,core protein,,,,,
AAF37832.1,Hepatitis B virus,"Hu,X., Margolis,H.S., Purcell,R.H., Ebert,J., Robertson,B.H.",07-03-2000,CH926,Hepatitis B virus,212,core protein,,,Pan troglodytes,,
AAF33119.1,Orangutan hepadnavirus,"Verschoor,E.J., Warren,K.S., Langenhuijzen,S., Heriyanto, Swan,R.A., Heeney,J.L.",11-02-2000,,Hepatitis B virus,212,core protein,,,Pongo pygmaeus,,
AAF33123.1,orangutan hepatitis B virus,"Verschoor,E.J., Warren,K.S., Langenhuijzen,S., Heriyanto, Swan,R.A., Heeney,J.L.",11-02-2000,,Hepatitis B virus,212,core protein,,,Pongo pygmaeus,,
CAB38228.1,Hepatitis B virus,"Fujiyama,A., Miyanohara,A., Nozaki,C., Yoneyama,T., Lu,L.C.",03-03-1999,,Hepatitis B virus,212,core protein,,,,,
AAA45485.1,Hepatitis B virus,"Satrosoewignjo,R.I., Omi,S., Okamoto,H., Mayumi,M., Rustam,M., Sujudi,X.",02-08-1993,,Hepatitis B virus,212,core protein,"Indonesia: Menado, Sulawesi",,,,
AAK51536.1,Hepatitis B virus,"Cheng,J., Dong,J., Huangfu,J.K., Hong,Y., Wang,G., Chen,C.G., Li,L., Zhang,L.X., Chen,J.M., Li,J., Shi,S.S., Wang,Q.H., Shi,S., Huangfu,J.",08-05-2001,,Hepatitis B virus,210,core protein,,,,,
AAK51540.1,Hepatitis B virus,"Cheng,J., Dong,J., Huangfu,J.K., Hong,Y., Wang,G., Chen,C.G., Li,L., Zhang,L.X., Chen,J.M., Li,J., Shi,S.S., Wang,Q.H., Shi,S.",08-05-2001,,Hepatitis B virus,210,core protein,,,,,
AAP82430.1,Hepatitis B virus,"Gutierrez,C., Devesa,M., Loureiro,C.L., Leon,G., Liprandi,F., Pujol,F.H.",01-04-2004,238,Hepatitis B virus,208,core protein,,,,,
AAP82445.1,Hepatitis B virus,"Gutierrez,C., Devesa,M., Loureiro,C.L., Leon,G., Liprandi,F., Pujol,F.H.",01-04-2004,98678,Hepatitis B virus,208,core protein,,,,,
AGR65538.1,Hepatitis B virus,"Yousif,M., Mudawi,H., Bakhiet,S., Glebe,D., Kramvis,A.",30-07-2013,SDAC_047,Hepatitis B virus,205,core protein,Sudan,,Homo sapiens,,2008
ACB87337.1,Hepatitis B virus,"Liu,Y., Wang,C., Chen,X., Ren,X., Xu,Z., Zhong,Y., Xu,D.",15-04-2008,1-B74,Hepatitis B virus,205,core protein,China,,Homo sapiens,,
USU85611.1,Hepatitis B virus,"Gil-Garcia,A.I., Madejon,A., Lopez-Lopez,A., Camblor-Murube,M., Romero,M., Garcia-Sanchez,A., Castillo,P., Erdozain,J.C., Olveira,A., Mena,R., Garcia-Samaniego,J.",05-07-2022,SpGh101,Hepatitis B virus,197,core protein,Spain,,Homo sapiens,,07-07-2009
